snapshot_date,exposureName,faers_token,outcomeName,groundTruth,a,b,c,d,ROR,IC025,signal_evans,signal_ror,signal_ic,estimable,note
2026-04-28,Itraconazole,itraconazole,HOI Upper GI #3,0,113,11347.0,132670.0,20184445.0,1.515,0.328,False,True,True,True,
2026-04-28,Ketoconazole,ketoconazole,HOI Upper GI #3,0,116,16746.0,132667.0,20179046.0,1.054,-0.188,False,False,False,True,
2026-04-28,Ketotifen,ketotifen,HOI Upper GI #3,0,16,6399.0,132767.0,20189393.0,0.38,-2.096,False,False,False,True,
2026-04-28,Lactulose,lactulose,HOI Upper GI #3,0,987,36678.0,131796.0,20159114.0,4.116,1.914,True,True,True,True,
2026-04-28,Lamivudine,lamivudine,HOI Upper GI #3,0,261,46651.0,132522.0,20149141.0,0.851,-0.406,False,False,False,True,
2026-04-28,Lipase,lipase,HOI Upper GI #3,0,33,6868.0,132750.0,20188924.0,0.731,-0.942,False,False,False,True,
2026-04-28,lithium citrate,lithium,HOI Upper GI #3,0,155,41673.0,132628.0,20154119.0,0.565,-1.045,False,False,False,True,
2026-04-28,Loratadine,loratadine,HOI Upper GI #3,0,763,112271.0,132020.0,20083521.0,1.034,-0.055,False,False,False,True,
2026-04-28,Mebendazole,mebendazole,HOI Upper GI #3,0,4,768.0,132779.0,20195024.0,0.792,-1.748,False,False,False,True,
2026-04-28,metaxalone,metaxalone,HOI Upper GI #3,0,22,3276.0,132761.0,20192516.0,1.021,-0.573,False,False,False,True,
2026-04-28,Methocarbamol,methocarbamol,HOI Upper GI #3,0,170,21724.0,132613.0,20174068.0,1.19,0.033,False,True,True,True,
2026-04-28,Miconazole,miconazole,HOI Upper GI #3,0,87,8303.0,132696.0,20187489.0,1.594,0.364,False,True,True,True,
2026-04-28,moexipril,moexipril,HOI Upper GI #3,0,0,67.0,132783.0,20195725.0,1.127,-3.828,False,False,False,False,empty cell; estimates unstable
2026-04-28,Neostigmine,neostigmine,HOI Upper GI #3,0,7,1545.0,132776.0,20194247.0,0.689,-1.603,False,False,False,True,
2026-04-28,Nevirapine,nevirapine,HOI Upper GI #3,0,36,8899.0,132747.0,20186893.0,0.615,-1.168,False,False,False,True,
2026-04-28,Nitrofurantoin,nitrofurantoin,HOI Upper GI #3,0,229,24364.0,132554.0,20171428.0,1.43,0.325,False,True,True,True,
2026-04-28,orlistat,orlistat,HOI Upper GI #3,0,67,25614.0,132716.0,20170178.0,0.398,-1.669,False,False,False,True,
2026-04-28,oxybutynin,oxybutynin,HOI Upper GI #3,0,296,36864.0,132487.0,20158928.0,1.222,0.122,False,True,True,True,
2026-04-28,Paromomycin,paromomycin,HOI Upper GI #3,0,4,98.0,132779.0,20195694.0,6.208,1.172,True,True,True,True,
2026-04-28,Pemoline,pemoline,HOI Upper GI #3,0,0,,,,,,,,,False,drug absent in openFDA generic_name
2026-04-28,Penicillin V,penicillin v,HOI Upper GI #3,0,10,2448.0,132773.0,20193344.0,0.621,-1.577,False,False,False,True,
2026-04-28,Phentermine,phentermine,HOI Upper GI #3,0,18,11984.0,132765.0,20183808.0,0.228,-2.789,False,False,False,True,
2026-04-28,Phentolamine,phentolamine,HOI Upper GI #3,0,2,152.0,132781.0,20195640.0,2.001,-1.008,False,False,False,True,
2026-04-28,pioglitazone,pioglitazone,HOI Upper GI #3,0,434,44789.0,132349.0,20151003.0,1.475,0.419,False,True,True,True,
2026-04-28,Prilocaine,prilocaine,HOI Upper GI #3,0,11,1748.0,132772.0,20194044.0,0.957,-0.915,False,False,False,True,
2026-04-28,Prochlorperazine,prochlorperazine,HOI Upper GI #3,0,395,36684.0,132388.0,20159108.0,1.64,0.563,False,True,True,True,
2026-04-28,Propantheline,propantheline,HOI Upper GI #3,0,0,,,,,,,,,False,drug absent in openFDA generic_name
2026-04-28,ramelteon,ramelteon,HOI Upper GI #3,0,57,7222.0,132726.0,20188570.0,1.201,-0.113,False,False,False,True,
2026-04-28,rosiglitazone,rosiglitazone,HOI Upper GI #3,0,0,,,,,,,,,False,drug absent in openFDA generic_name
2026-04-28,salmeterol,salmeterol,HOI Upper GI #3,0,926,106504.0,131857.0,20089288.0,1.325,0.307,False,True,True,True,
2026-04-28,Scopolamine,scopolamine,HOI Upper GI #3,0,52,6631.0,132731.0,20189161.0,1.193,-0.14,False,False,False,True,
2026-04-28,Simethicone,simethicone,HOI Upper GI #3,0,107,7993.0,132676.0,20187799.0,2.037,0.743,True,True,True,True,
2026-04-28,sitagliptin,sitagliptin,HOI Upper GI #3,0,1057,92497.0,131726.0,20103295.0,1.744,0.704,False,True,True,True,
2026-04-28,Stavudine,stavudine,HOI Upper GI #3,0,0,,,,,,,,,False,drug absent in openFDA generic_name
2026-04-28,Sucralfate,sucralfate,HOI Upper GI #3,0,823,22585.0,131960.0,20173207.0,5.571,2.33,True,True,True,True,
2026-04-28,Temazepam,temazepam,HOI Upper GI #3,0,559,36632.0,132224.0,20159160.0,2.327,1.083,True,True,True,True,
2026-04-28,terbinafine,terbinafine,HOI Upper GI #3,0,57,8599.0,132726.0,20187193.0,1.008,-0.363,False,False,False,True,
2026-04-28,Tetrahydrocannabinol,dronabinol,HOI Upper GI #3,0,72,7821.0,132711.0,20187971.0,1.4,0.149,False,True,True,True,
2026-04-28,Thiabendazole,thiabendazole,HOI Upper GI #3,0,0,,,,,,,,,False,drug absent in openFDA generic_name
2026-04-28,Thiothixene,thiothixene,HOI Upper GI #3,0,1,216.0,132782.0,20195576.0,0.704,-3.331,False,False,False,True,
2026-04-28,Tinidazole,tinidazole,HOI Upper GI #3,0,5,431.0,132778.0,20195361.0,1.764,-0.453,False,False,False,True,
2026-04-28,Urea,urea,HOI Upper GI #3,0,23,2099.0,132760.0,20193693.0,1.667,0.141,False,True,True,True,
2026-04-28,Vitamin A,vitamin a,HOI Upper GI #3,0,43,6984.0,132740.0,20188808.0,0.936,-0.525,False,False,False,True,
2026-04-28,Zidovudine,zidovudine,HOI Upper GI #3,0,79,19782.0,132704.0,20176010.0,0.607,-1.034,False,False,False,True,
2026-04-28,abacavir,abacavir,OMOP Acute Liver Failure 1,1,431,15399.0,115395.0,20197350.0,4.899,2.12,True,True,True,True,
2026-04-28,Acetazolamide,acetazolamide,OMOP Acute Liver Failure 1,1,39,5823.0,115787.0,20206926.0,1.169,-0.229,False,False,False,True,
2026-04-28,alatrofloxacin,alatrofloxacin,OMOP Acute Liver Failure 1,1,0,,,,,,,,,False,drug absent in openFDA generic_name
2026-04-28,Allopurinol,allopurinol,OMOP Acute Liver Failure 1,1,1688,152073.0,114138.0,20060676.0,1.951,0.877,False,True,True,True,
2026-04-28,bortezomib,bortezomib,OMOP Acute Liver Failure 1,1,528,87008.0,115298.0,20125741.0,1.059,-0.041,False,False,False,True,
2026-04-28,bosentan,bosentan,OMOP Acute Liver Failure 1,1,399,49411.0,115427.0,20163338.0,1.411,0.35,False,True,True,True,
2026-04-28,Busulfan,busulfan,OMOP Acute Liver Failure 1,1,410,17615.0,115416.0,20195134.0,4.073,1.858,True,True,True,True,
2026-04-28,Captopril,captopril,OMOP Acute Liver Failure 1,1,105,9483.0,115721.0,20203266.0,1.933,0.667,False,True,True,True,
2026-04-28,Carbamazepine,carbamazepine,OMOP Acute Liver Failure 1,1,1117,64919.0,114709.0,20147830.0,3.022,1.485,True,True,True,True,
2026-04-28,Caspofungin,caspofungin,OMOP Acute Liver Failure 1,1,191,4454.0,115635.0,20208295.0,7.494,2.647,True,True,True,True,
2026-04-28,celecoxib,celecoxib,OMOP Acute Liver Failure 1,1,3007,126426.0,112819.0,20086323.0,4.235,1.976,True,True,True,True,
2026-04-28,Ciprofloxacin,ciprofloxacin,OMOP Acute Liver Failure 1,1,1341,94478.0,114485.0,20118271.0,2.494,1.219,True,True,True,True,
2026-04-28,Clozapine,clozapine,OMOP Acute Liver Failure 1,1,348,122853.0,115478.0,20089896.0,0.493,-1.164,False,False,False,True,
2026-04-28,Cyclosporine,cyclosporine,OMOP Acute Liver Failure 1,1,1323,110912.0,114503.0,20101837.0,2.094,0.971,True,True,True,True,
2026-04-28,Dacarbazine,dacarbazine,OMOP Acute Liver Failure 1,1,143,7105.0,115683.0,20205644.0,3.515,1.555,True,True,True,True,
2026-04-28,darunavir,darunavir,OMOP Acute Liver Failure 1,1,264,18659.0,115562.0,20194090.0,2.472,1.118,True,True,True,True,
2026-04-28,Didanosine,didanosine,OMOP Acute Liver Failure 1,1,0,,,,,,,,,False,drug absent in openFDA generic_name
2026-04-28,Diltiazem,diltiazem,OMOP Acute Liver Failure 1,1,423,33622.0,115403.0,20179127.0,2.2,0.987,True,True,True,True,
2026-04-28,Disulfiram,disulfiram,OMOP Acute Liver Failure 1,1,72,1032.0,115754.0,20211717.0,12.182,3.184,True,True,True,True,
2026-04-28,efavirenz,efavirenz,OMOP Acute Liver Failure 1,1,384,10715.0,115442.0,20202034.0,6.271,2.458,True,True,True,True,
2026-04-28,Enalaprilat,enalaprilat,OMOP Acute Liver Failure 1,1,0,246.0,115826.0,20212503.0,0.354,-5.492,False,False,False,False,empty cell; estimates unstable
2026-04-28,Erythromycin,erythromycin,OMOP Acute Liver Failure 1,1,464,18441.0,115362.0,20194308.0,4.405,1.976,True,True,True,True,
2026-04-28,Etodolac,etodolac,OMOP Acute Liver Failure 1,1,38,5877.0,115788.0,20206872.0,1.128,-0.286,False,False,False,True,
2026-04-28,felbamate,felbamate,OMOP Acute Liver Failure 1,1,9,1729.0,115817.0,20211020.0,0.908,-1.08,False,False,False,True,
2026-04-28,Fluconazole,fluconazole,OMOP Acute Liver Failure 1,1,1321,67411.0,114505.0,20145338.0,3.448,1.676,True,True,True,True,
2026-04-28,Flutamide,flutamide,OMOP Acute Liver Failure 1,1,29,954.0,115797.0,20211795.0,5.306,1.847,True,True,True,True,
2026-04-28,gemcitabine,gemcitabine,OMOP Acute Liver Failure 1,1,874,50710.0,114952.0,20162039.0,3.023,1.477,True,True,True,True,
2026-04-28,gemifloxacin,gemifloxacin,OMOP Acute Liver Failure 1,1,0,,,,,,,,,False,drug absent in openFDA generic_name
2026-04-28,Ibuprofen,ibuprofen,OMOP Acute Liver Failure 1,1,4605,275036.0,111221.0,19937713.0,3.001,1.49,True,True,True,True,
2026-04-28,imatinib,imatinib,OMOP Acute Liver Failure 1,1,504,40514.0,115322.0,20172235.0,2.176,0.983,True,True,True,True,
2026-04-28,Indomethacin,indomethacin,OMOP Acute Liver Failure 1,1,145,12874.0,115681.0,20199875.0,1.967,0.732,False,True,True,True,
2026-04-28,infliximab,infliximab,OMOP Acute Liver Failure 1,1,4497,236112.0,111329.0,19976637.0,3.418,1.672,True,True,True,True,
2026-04-28,Interferon beta-1a,interferon beta-1a,OMOP Acute Liver Failure 1,1,635,191115.0,115191.0,20021634.0,0.578,-0.895,False,False,False,True,
2026-04-28,isoniazid,isoniazid,OMOP Acute Liver Failure 1,1,1863,14040.0,113963.0,20198709.0,23.518,4.296,True,True,True,True,
2026-04-28,Itraconazole,itraconazole,OMOP Acute Liver Failure 1,1,235,11225.0,115591.0,20201524.0,3.659,1.663,True,True,True,True,
2026-04-28,Ketorolac,ketorolac,OMOP Acute Liver Failure 1,1,17,5574.0,115809.0,20207175.0,0.532,-1.592,False,False,False,True,
2026-04-28,Lamivudine,lamivudine,OMOP Acute Liver Failure 1,1,1437,45475.0,114389.0,20167274.0,5.571,2.352,True,True,True,True,
2026-04-28,lamotrigine,lamotrigine,OMOP Acute Liver Failure 1,1,1828,127422.0,113998.0,20085327.0,2.528,1.246,True,True,True,True,
2026-04-28,Levofloxacin,levofloxacin,OMOP Acute Liver Failure 1,1,1102,57937.0,114724.0,20154812.0,3.342,1.627,True,True,True,True,
2026-04-28,Lisinopril,lisinopril,OMOP Acute Liver Failure 1,1,2677,307536.0,113149.0,19905213.0,1.531,0.544,False,True,True,True,
2026-04-28,Methimazole,methimazole,OMOP Acute Liver Failure 1,1,190,7387.0,115636.0,20205362.0,4.494,1.933,True,True,True,True,
2026-04-28,Methotrexate,methotrexate,OMOP Acute Liver Failure 1,1,9640,475253.0,106186.0,19737496.0,3.77,1.774,True,True,True,True,
2026-04-28,Methyldopa,methyldopa,OMOP Acute Liver Failure 1,1,123,4632.0,115703.0,20208117.0,4.638,1.928,True,True,True,True,
2026-04-28,moexipril,moexipril,OMOP Acute Liver Failure 1,1,1,66.0,115825.0,20212683.0,2.644,-1.438,False,False,False,True,
2026-04-28,Naproxen,naproxen,OMOP Acute Liver Failure 1,1,3159,159822.0,112667.0,20052927.0,3.518,1.716,True,True,True,True,
2026-04-28,nefazodone,nefazodone,OMOP Acute Liver Failure 1,1,0,121.0,115826.0,20212628.0,0.718,-4.474,False,False,False,False,empty cell; estimates unstable
2026-04-28,Nevirapine,nevirapine,OMOP Acute Liver Failure 1,1,332,8603.0,115494.0,20204146.0,6.751,2.55,True,True,True,True,
2026-04-28,Niacin,niacin,OMOP Acute Liver Failure 1,1,101,12094.0,115725.0,20200655.0,1.458,0.258,False,True,True,True,
2026-04-28,Nifedipine,nifedipine,OMOP Acute Liver Failure 1,1,362,45821.0,115464.0,20166928.0,1.38,0.312,False,True,True,True,
2026-04-28,Nitrofurantoin,nitrofurantoin,OMOP Acute Liver Failure 1,1,567,24026.0,115259.0,20188723.0,4.134,1.898,True,True,True,True,
2026-04-28,Norfloxacin,norfloxacin,OMOP Acute Liver Failure 1,1,0,,,,,,,,,False,drug absent in openFDA generic_name
2026-04-28,Nortriptyline,nortriptyline,OMOP Acute Liver Failure 1,1,32,5586.0,115794.0,20207163.0,1.0,-0.5,False,False,False,True,
2026-04-28,Ofloxacin,ofloxacin,OMOP Acute Liver Failure 1,1,74,7089.0,115752.0,20205660.0,1.822,0.53,False,True,True,True,
2026-04-28,orlistat,orlistat,OMOP Acute Liver Failure 1,1,170,25511.0,115656.0,20187238.0,1.163,-0.0,False,True,False,True,
2026-04-28,oxaprozin,oxaprozin,OMOP Acute Liver Failure 1,1,17,865.0,115809.0,20211884.0,3.43,1.072,True,True,True,True,
2026-04-28,Penicillamine,penicillamine,OMOP Acute Liver Failure 1,1,16,902.0,115810.0,20211847.0,3.096,0.906,True,True,True,True,
2026-04-28,pioglitazone,pioglitazone,OMOP Acute Liver Failure 1,1,172,45051.0,115654.0,20167698.0,0.666,-0.799,False,False,False,True,
2026-04-28,Piroxicam,piroxicam,OMOP Acute Liver Failure 1,1,604,5672.0,115222.0,20207077.0,18.675,3.963,True,True,True,True,
2026-04-28,posaconazole,posaconazole,OMOP Acute Liver Failure 1,1,422,15297.0,115404.0,20197452.0,4.828,2.099,True,True,True,True,
2026-04-28,Propylthiouracil,propylthiouracil,OMOP Acute Liver Failure 1,1,132,1887.0,115694.0,20210862.0,12.22,3.274,True,True,True,True,
2026-04-28,quinapril,quinapril,OMOP Acute Liver Failure 1,1,25,7921.0,115801.0,20204828.0,0.551,-1.422,False,False,False,True,
2026-04-28,Ramipril,ramipril,OMOP Acute Liver Failure 1,1,3633,117597.0,112193.0,20095152.0,5.533,2.348,True,True,True,True,
2026-04-28,Rifampin,rifampin,OMOP Acute Liver Failure 1,1,762,13267.0,115064.0,20199482.0,10.083,3.15,True,True,True,True,
2026-04-28,Stavudine,stavudine,OMOP Acute Liver Failure 1,1,0,,,,,,,,,False,drug absent in openFDA generic_name
2026-04-28,Sulfisoxazole,sulfisoxazole,OMOP Acute Liver Failure 1,1,0,,,,,,,,,False,drug absent in openFDA generic_name
2026-04-28,Sulindac,sulindac,OMOP Acute Liver Failure 1,1,14,2378.0,115812.0,20210371.0,1.027,-0.717,False,False,False,True,
2026-04-28,Tamoxifen,tamoxifen,OMOP Acute Liver Failure 1,1,76,5595.0,115750.0,20207154.0,2.371,0.91,True,True,True,True,
2026-04-28,Tenofovir,tenofovir,OMOP Acute Liver Failure 1,1,1074,91848.0,114752.0,20120901.0,2.05,0.934,True,True,True,True,
2026-04-28,terbinafine,terbinafine,OMOP Acute Liver Failure 1,1,189,8467.0,115637.0,20204282.0,3.9,1.732,True,True,True,True,
2026-04-28,Thiabendazole,thiabendazole,OMOP Acute Liver Failure 1,1,0,,,,,,,,,False,drug absent in openFDA generic_name
2026-04-28,Thioguanine,thioguanine,OMOP Acute Liver Failure 1,1,91,1992.0,115735.0,20210757.0,7.978,2.642,True,True,True,True,
2026-04-28,tipranavir,tipranavir,OMOP Acute Liver Failure 1,1,194,1185.0,115632.0,20211564.0,28.616,4.423,True,True,True,True,
2026-04-28,tolcapone,tolcapone,OMOP Acute Liver Failure 1,1,7,336.0,115819.0,20212413.0,3.636,0.772,True,True,True,True,
2026-04-28,Tolmetin,tolmetin,OMOP Acute Liver Failure 1,1,0,168.0,115826.0,20212581.0,0.518,-4.944,False,False,False,False,empty cell; estimates unstable
2026-04-28,trandolapril,trandolapril,OMOP Acute Liver Failure 1,1,14,2038.0,115812.0,20210711.0,1.199,-0.496,False,False,False,True,
2026-04-28,trovafloxacin,trovafloxacin,OMOP Acute Liver Failure 1,1,0,,,,,,,,,False,drug absent in openFDA generic_name
2026-04-28,Valproate,valproate,OMOP Acute Liver Failure 1,1,337,19764.0,115489.0,20192985.0,2.981,1.403,True,True,True,True,
2026-04-28,voriconazole,voriconazole,OMOP Acute Liver Failure 1,1,1035,28746.0,114791.0,20184003.0,6.331,2.521,True,True,True,True,
2026-04-28,zafirlukast,zafirlukast,OMOP Acute Liver Failure 1,1,1,863.0,115825.0,20211886.0,0.202,-5.127,False,False,False,True,
2026-04-28,Zalcitabine,zalcitabine,OMOP Acute Liver Failure 1,1,0,,,,,,,,,False,drug absent in openFDA generic_name
2026-04-28,Zidovudine,zidovudine,OMOP Acute Liver Failure 1,1,432,19429.0,115394.0,20193320.0,3.891,1.797,True,True,True,True,
2026-04-28,Acyclovir,acyclovir,OMOP Acute Renal Failure 1,1,5637,107248.0,374130.0,19841560.0,2.787,1.381,True,True,True,True,
2026-04-28,Allopurinol,allopurinol,OMOP Acute Renal Failure 1,1,14267,139494.0,365500.0,19809314.0,5.543,2.289,True,True,True,True,
2026-04-28,candesartan,candesartan,OMOP Acute Renal Failure 1,1,4766,56940.0,375001.0,19891868.0,4.44,2.007,True,True,True,True,
2026-04-28,Capreomycin,capreomycin,OMOP Acute Renal Failure 1,1,0,,,,,,,,,False,drug absent in openFDA generic_name
2026-04-28,Captopril,captopril,OMOP Acute Renal Failure 1,1,707,8881.0,379060.0,19939927.0,4.188,1.874,True,True,True,True,
2026-04-28,Chlorothiazide,chlorothiazide,OMOP Acute Renal Failure 1,1,103,1165.0,379664.0,19947643.0,4.645,1.842,True,True,True,True,
2026-04-28,Cyclosporine,cyclosporine,OMOP Acute Renal Failure 1,1,6213,106022.0,373554.0,19842786.0,3.113,1.531,True,True,True,True,
2026-04-28,Diflunisal,diflunisal,OMOP Acute Renal Failure 1,1,31,772.0,379736.0,19948036.0,2.109,0.539,True,True,True,True,
2026-04-28,Enalaprilat,enalaprilat,OMOP Acute Renal Failure 1,1,21,225.0,379746.0,19948583.0,4.903,1.575,True,True,True,True,
2026-04-28,Etodolac,etodolac,OMOP Acute Renal Failure 1,1,324,5591.0,379443.0,19943217.0,3.046,1.395,True,True,True,True,
2026-04-28,Fenoprofen,fenoprofen,OMOP Acute Renal Failure 1,1,0,48.0,379767.0,19948760.0,0.542,-4.871,False,False,False,False,empty cell; estimates unstable
2026-04-28,Hydrochlorothiazide,hydrochlorothiazide,OMOP Acute Renal Failure 1,1,13027,193959.0,366740.0,19754849.0,3.618,1.728,True,True,True,True,
2026-04-28,Ibuprofen,ibuprofen,OMOP Acute Renal Failure 1,1,12364,267277.0,367403.0,19681531.0,2.478,1.217,True,True,True,True,
2026-04-28,Ketoprofen,ketoprofen,OMOP Acute Renal Failure 1,1,845,11817.0,378922.0,19936991.0,3.762,1.74,True,True,True,True,
2026-04-28,Ketorolac,ketorolac,OMOP Acute Renal Failure 1,1,208,5383.0,379559.0,19943425.0,2.03,0.798,False,True,True,True,
2026-04-28,Lisinopril,lisinopril,OMOP Acute Renal Failure 1,1,18691,291522.0,361076.0,19657286.0,3.49,1.669,True,True,True,True,
2026-04-28,Mefenamate,mefenamic acid,OMOP Acute Renal Failure 1,1,96,2036.0,379671.0,19946772.0,2.477,0.981,True,True,True,True,
2026-04-28,meloxicam,meloxicam,OMOP Acute Renal Failure 1,1,2702,54231.0,377065.0,19894577.0,2.629,1.291,True,True,True,True,
2026-04-28,moexipril,moexipril,OMOP Acute Renal Failure 1,1,4,63.0,379763.0,19948745.0,3.335,0.262,True,True,True,True,
2026-04-28,Naproxen,naproxen,OMOP Acute Renal Failure 1,1,5772,157209.0,373995.0,19791599.0,1.943,0.886,False,True,True,True,
2026-04-28,Olmesartan medoxomil,olmesartan medoxomil,OMOP Acute Renal Failure 1,1,3965,39170.0,375802.0,19909638.0,5.363,2.254,True,True,True,True,
2026-04-28,oxaprozin,oxaprozin,OMOP Acute Renal Failure 1,1,81,801.0,379686.0,19948007.0,5.313,1.983,True,True,True,True,
2026-04-28,Piroxicam,piroxicam,OMOP Acute Renal Failure 1,1,327,5949.0,379440.0,19942859.0,2.889,1.323,True,True,True,True,
2026-04-28,telmisartan,telmisartan,OMOP Acute Renal Failure 1,1,1284,18310.0,378483.0,19930498.0,3.693,1.732,True,True,True,True,
2026-04-28,almotriptan,almotriptan,OMOP Acute myocardial Infarction  1,1,14,940.0,208837.0,20118784.0,1.435,-0.241,False,False,False,True,
2026-04-28,Amlodipine,amlodipine,OMOP Acute myocardial Infarction  1,1,7714,423819.0,201137.0,19695905.0,1.782,0.767,False,True,True,True,
2026-04-28,Amoxapine,amoxapine,OMOP Acute myocardial Infarction  1,1,5,470.0,208846.0,20119254.0,1.025,-1.23,False,False,False,True,
2026-04-28,Bromocriptine,bromocriptine,OMOP Acute myocardial Infarction  1,1,9,635.0,208842.0,20119089.0,1.365,-0.499,False,False,False,True,
2026-04-28,darbepoetin alfa,darbepoetin alfa,OMOP Acute myocardial Infarction  1,1,593,52442.0,208258.0,20067282.0,1.09,0.006,False,True,True,True,
2026-04-28,Desipramine,desipramine,OMOP Acute myocardial Infarction  1,1,9,1383.0,208842.0,20118341.0,0.627,-1.611,False,False,False,True,
2026-04-28,Diflunisal,diflunisal,OMOP Acute myocardial Infarction  1,1,12,791.0,208839.0,20118933.0,1.461,-0.276,False,False,False,True,
2026-04-28,Dipyridamole,dipyridamole,OMOP Acute myocardial Infarction  1,1,78,3870.0,208773.0,20115854.0,1.942,0.623,False,True,True,True,
2026-04-28,eletriptan,eletriptan,OMOP Acute myocardial Infarction  1,1,55,6911.0,208796.0,20112813.0,0.767,-0.761,False,False,False,True,
2026-04-28,Enalaprilat,enalaprilat,OMOP Acute myocardial Infarction  1,1,2,244.0,208849.0,20119480.0,0.79,-2.337,False,False,False,True,
2026-04-28,Epoetin Alfa,epoetin alfa,OMOP Acute myocardial Infarction  1,1,278,13523.0,208573.0,20106201.0,1.982,0.802,False,True,True,True,
2026-04-28,Estradiol,estradiol,OMOP Acute myocardial Infarction  1,1,1156,187906.0,207695.0,19931818.0,0.59,-0.832,False,False,False,True,
2026-04-28,"Estrogens, Conjugated (USP)",conjugated estrogens,OMOP Acute myocardial Infarction  1,1,1288,67985.0,207563.0,20051739.0,1.83,0.777,False,True,True,True,
2026-04-28,estropipate,estropipate,OMOP Acute myocardial Infarction  1,1,0,,,,,,,,,False,drug absent in openFDA generic_name
2026-04-28,Etodolac,etodolac,OMOP Acute myocardial Infarction  1,1,90,5825.0,208761.0,20113899.0,1.489,0.269,False,True,True,True,
2026-04-28,Factor VIIa,factor viia,OMOP Acute myocardial Infarction  1,1,1,78.0,208850.0,20119646.0,1.235,-2.527,False,False,False,True,
2026-04-28,Fenoprofen,fenoprofen,OMOP Acute myocardial Infarction  1,1,4,44.0,208847.0,20119680.0,8.758,1.606,True,True,True,True,
2026-04-28,Flurbiprofen,flurbiprofen,OMOP Acute myocardial Infarction  1,1,13,1533.0,208838.0,20118191.0,0.817,-1.073,False,False,False,True,
2026-04-28,frovatriptan,frovatriptan,OMOP Acute myocardial Infarction  1,1,2,734.0,208849.0,20118990.0,0.262,-3.918,False,False,False,True,
2026-04-28,Imipramine,imipramine,OMOP Acute myocardial Infarction  1,1,15,693.0,208836.0,20119031.0,2.085,0.314,True,True,True,True,
2026-04-28,Indomethacin,indomethacin,OMOP Acute myocardial Infarction  1,1,333,12686.0,208518.0,20107038.0,2.531,1.161,True,True,True,True,
2026-04-28,Ketoprofen,ketoprofen,OMOP Acute myocardial Infarction  1,1,113,12549.0,208738.0,20107175.0,0.867,-0.469,False,False,False,True,
2026-04-28,Ketorolac,ketorolac,OMOP Acute myocardial Infarction  1,1,56,5535.0,208795.0,20114189.0,0.975,-0.415,False,False,False,True,
2026-04-28,moexipril,moexipril,OMOP Acute myocardial Infarction  1,1,2,65.0,208849.0,20119659.0,2.964,-0.461,False,False,False,True,
2026-04-28,nabumetone,nabumetone,OMOP Acute myocardial Infarction  1,1,103,6249.0,208748.0,20113475.0,1.588,0.38,False,True,True,True,
2026-04-28,naratriptan,naratriptan,OMOP Acute myocardial Infarction  1,1,8,1339.0,208843.0,20118385.0,0.576,-1.79,False,False,False,True,
2026-04-28,Nifedipine,nifedipine,OMOP Acute myocardial Infarction  1,1,970,45213.0,207881.0,20074511.0,2.072,0.941,True,True,True,True,
2026-04-28,Nortriptyline,nortriptyline,OMOP Acute myocardial Infarction  1,1,91,5527.0,208760.0,20114197.0,1.586,0.36,False,True,True,True,
2026-04-28,oxaprozin,oxaprozin,OMOP Acute myocardial Infarction  1,1,15,867.0,208836.0,20118857.0,1.667,-0.003,False,True,False,True,
2026-04-28,Piroxicam,piroxicam,OMOP Acute myocardial Infarction  1,1,118,6158.0,208733.0,20113566.0,1.846,0.612,False,True,True,True,
2026-04-28,rizatriptan,rizatriptan,OMOP Acute myocardial Infarction  1,1,170,15632.0,208681.0,20104092.0,1.048,-0.15,False,False,False,True,
2026-04-28,Salsalate,salsalate,OMOP Acute myocardial Infarction  1,1,22,912.0,208829.0,20118812.0,2.324,0.594,True,True,True,True,
2026-04-28,Sulindac,sulindac,OMOP Acute myocardial Infarction  1,1,39,2353.0,208812.0,20117371.0,1.597,0.214,False,True,True,True,
2026-04-28,Sumatriptan,sumatriptan,OMOP Acute myocardial Infarction  1,1,553,44835.0,208298.0,20074889.0,1.189,0.126,False,True,True,True,
2026-04-28,Tolmetin,tolmetin,OMOP Acute myocardial Infarction  1,1,5,163.0,208846.0,20119561.0,2.955,0.27,True,True,True,True,
2026-04-28,zolmitriptan,zolmitriptan,OMOP Acute myocardial Infarction  1,1,63,6976.0,208788.0,20112748.0,0.87,-0.555,False,False,False,True,
2026-04-28,Citalopram,citalopram,HOI Upper GI #3,1,1729,133016.0,131054.0,20062776.0,1.99,0.906,False,True,True,True,
2026-04-28,Clindamycin,clindamycin,HOI Upper GI #3,1,315,36871.0,132468.0,20158921.0,1.3,0.216,False,True,True,True,
2026-04-28,clopidogrel,clopidogrel,HOI Upper GI #3,1,12443,196258.0,120340.0,19999534.0,10.537,3.165,True,True,True,True,
2026-04-28,Diflunisal,diflunisal,HOI Upper GI #3,1,11,792.0,132772.0,20195000.0,2.113,0.216,True,True,True,True,
2026-04-28,Escitalopram,escitalopram,HOI Upper GI #3,1,1372,135558.0,131411.0,20060234.0,1.545,0.541,False,True,True,True,
2026-04-28,Etodolac,etodolac,HOI Upper GI #3,1,153,5762.0,132630.0,20190030.0,4.042,1.757,True,True,True,True,
2026-04-28,Fenoprofen,fenoprofen,HOI Upper GI #3,1,0,48.0,132783.0,20195744.0,1.568,-3.355,False,False,False,False,empty cell; estimates unstable
2026-04-28,Fluoxetine,fluoxetine,HOI Upper GI #3,1,1165,128752.0,131618.0,20067040.0,1.38,0.374,False,True,True,True,
